"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",281862912,220145329,61717583,21.896,4699248.000,3652074.000,19999999488.000,15543226944.000,112714408448,2406014976.000,1869861888.000,19248119808.000,14958895104.000,19248119.808,14958895.104,19248.120,14958.895,16283568,67612,32604592,"00:00:00.099","00:01:00.080"
"Traffic Item 2",281862914,220147498,61715416,21.896,4699248.500,3652097.000,20000001616.000,15543324832.000,112715518976,2406015232.000,1869873664.000,19248121856.000,14958989312.000,19248121.856,14958989.312,19248.122,14958.989,16282090,66077,32583315,"00:00:00.099","00:01:00.080"
"Traffic Item 3",281862912,220149191,61713721,21.895,4699248.000,3652163.000,19999999488.000,15543605728.000,112716385792,2406014976.000,1869907456.000,19248119808.000,14959259648.000,19248119.808,14959259.648,19248.120,14959.260,16280983,65155,32587442,"00:00:00.099","00:01:00.080"
"Traffic Item 4",281862913,220153600,61709313,21.893,4699248.000,3652238.000,19999999488.000,15543924928.000,112718643200,2406014976.000,1869945856.000,19248119808.000,14959566848.000,19248119.808,14959566.848,19248.120,14959.567,16279347,66637,32573372,"00:00:00.099","00:01:00.080"
