"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",43738031,43738031,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19408,0,162252,"",42887238,43738027,150595,81615,331210,"00:00:00.177","00:01:02.226"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",72896719,72896719,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11349,0,97340,"",71062148,72896718,151005,81432,287950,"00:00:00.177","00:01:02.226"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",72896719,72896719,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9697,0,94742,"",71109589,72896718,151311,81565,288692,"00:00:00.177","00:01:02.226"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","",0,"","","","",""
