Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6020184765.00,3009281058.00,2206806096.00,729.00,1564.00,0.00,0.00,
38,2.00,6021088067.00,3009285149.00,2206809088.00,529.00,1874.00,0.00,0.00,
39,2.00,6026853460.00,3009281946.00,2206806800.00,433.00,2162.00,0.00,0.00,
40,2.00,6030989908.00,3009284228.00,2206808472.00,439.00,2151.00,0.00,0.00,
51,2.35,7070591794.00,3009283934.00,2206808208.00,680.00,1963.00,0.00,0.00,
52,2.35,7056964096.00,3009283254.00,2206807768.00,555.00,1787.00,0.00,0.00,
53,2.34,7052767924.00,3009282171.00,2206806888.00,650.00,2097.00,0.00,0.00,
54,2.34,7056238418.00,3009280651.00,2206805832.00,610.00,1685.00,0.00,0.00,
*,0.32,84723894402.00,261608323555.00,247163652824.00,184205.00,642646.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6000588214.00,3000454083.00,2200332992.00,416.00,1344.00,0.00,0.00,
38,2.00,6004469694.00,3000448213.00,2200328768.00,648.00,1586.00,0.00,0.00,
39,2.00,6005981779.00,3000455808.00,2200334224.00,426.00,1958.00,0.00,0.00,
40,2.00,6003665167.00,3000450325.00,2200330264.00,375.00,1956.00,0.00,0.00,
51,2.35,7043397314.00,3000453644.00,2200332728.00,515.00,1762.00,0.00,0.00,
52,2.34,7030265637.00,3000453831.00,2200332728.00,424.00,1758.00,0.00,0.00,
53,2.35,7040514524.00,3000455053.00,2200333696.00,576.00,1786.00,0.00,0.00,
54,2.34,7027317051.00,3000463547.00,2200339944.00,401.00,1581.00,0.00,0.00,
*,0.32,84396950983.00,260840118253.00,246437987312.00,70804.00,144734.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004726751.00,2999876669.00,2199909624.00,609.00,1313.00,0.00,0.00,
38,2.00,6002416270.00,2999875153.00,2199908392.00,494.00,1610.00,0.00,0.00,
39,2.00,6012905082.00,2999874404.00,2199907864.00,444.00,1806.00,0.00,0.00,
40,2.00,6002148269.00,2999874330.00,2199907864.00,614.00,1855.00,0.00,0.00,
51,2.35,7038518673.00,2999874926.00,2199908304.00,430.00,1677.00,0.00,0.00,
52,2.34,7031581909.00,2999871402.00,2199905752.00,538.00,1670.00,0.00,0.00,
53,2.35,7037022363.00,2999871552.00,2199905840.00,414.00,1743.00,0.00,0.00,
54,2.34,7032033473.00,2999866000.00,2199901704.00,447.00,1575.00,0.00,0.00,
*,0.32,84394731084.00,260791003805.00,246391388056.00,63279.00,145584.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6006054425.00,2999802354.00,2199855064.00,619.00,1328.00,0.00,0.00,
38,2.00,6002886440.00,2999812993.00,2199862896.00,553.00,1602.00,0.00,0.00,
39,2.00,6007859328.00,2999813326.00,2199863160.00,452.00,1853.00,0.00,0.00,
40,2.00,5998234101.00,2999815322.00,2199864568.00,585.00,1880.00,0.00,0.00,
51,2.35,7046477024.00,2999822830.00,2199870024.00,357.00,1715.00,0.00,0.00,
52,2.34,7027676231.00,2999822548.00,2199869848.00,445.00,1762.00,0.00,0.00,
53,2.35,7039834624.00,2999819844.00,2199867912.00,576.00,1740.00,0.00,0.00,
54,2.34,7033860980.00,2999825049.00,2199871784.00,404.00,1604.00,0.00,0.00,
*,0.32,84488360257.00,260782450973.00,246383386568.00,125093.00,414324.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002642980.00,2998983933.00,2199254816.00,567.00,1484.00,0.00,0.00,
38,2.00,6008257081.00,2998974025.00,2199247600.00,639.00,1770.00,0.00,0.00,
39,2.00,6011445120.00,2998975293.00,2199248568.00,520.00,1921.00,0.00,0.00,
40,2.00,6002264294.00,2998974585.00,2199248040.00,858.00,2201.00,0.00,0.00,
51,2.35,7042239454.00,2998973730.00,2199247424.00,585.00,1765.00,0.00,0.00,
52,2.34,7029154058.00,2998983111.00,2199254288.00,408.00,1820.00,0.00,0.00,
53,2.35,7036367902.00,2998989836.00,2199259216.00,461.00,1893.00,0.00,0.00,
54,2.34,7024675546.00,2998986808.00,2199256928.00,537.00,1673.00,0.00,0.00,
*,0.32,84375059125.00,260710695488.00,246315665288.00,62979.00,152681.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6007460308.00,3000475267.00,2200348568.00,579.00,1327.00,0.00,0.00,
38,2.00,6000617212.00,3000476230.00,2200349272.00,468.00,1679.00,0.00,0.00,
39,2.00,6012314038.00,3000475278.00,2200348480.00,376.00,1830.00,0.00,0.00,
40,2.00,6001846397.00,3000476826.00,2200349624.00,421.00,1924.00,0.00,0.00,
51,2.35,7040364869.00,3000475282.00,2200348480.00,490.00,1768.00,0.00,0.00,
52,2.34,7035804722.00,3000469006.00,2200343904.00,441.00,1843.00,0.00,0.00,
53,2.35,7038846582.00,3000461086.00,2200338096.00,412.00,1803.00,0.00,0.00,
54,2.35,7036375594.00,3000459445.00,2200336952.00,504.00,1551.00,0.00,0.00,
*,0.32,84417707241.00,260840839297.00,246438603752.00,75753.00,153683.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6009078577.00,2999661187.00,2199751576.00,625.00,1311.00,0.00,0.00,
38,2.00,5999907675.00,2999665922.00,2199755008.00,436.00,1654.00,0.00,0.00,
39,2.00,6011138949.00,2999667670.00,2199756328.00,571.00,1734.00,0.00,0.00,
40,2.00,6002656634.00,2999666036.00,2199755096.00,396.00,1894.00,0.00,0.00,
51,2.35,7035995998.00,2999673553.00,2199760640.00,310.00,1658.00,0.00,0.00,
52,2.35,7035105297.00,2999676112.00,2199762488.00,601.00,1655.00,0.00,0.00,
53,2.34,7029165843.00,2999677171.00,2199763280.00,514.00,1772.00,0.00,0.00,
54,2.34,7032417975.00,2999674467.00,2199761256.00,403.00,1634.00,0.00,0.00,
*,0.32,84382191051.00,260770758128.00,246372422648.00,59042.00,152051.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
