Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5982573316.00,3009147155.00,2206707888.00,673.00,1905.00,0.00,0.00,
38,2.00,6022287068.00,3009146536.00,2206707448.00,596.00,1994.00,0.00,0.00,
39,2.00,6032465537.00,3009146543.00,2206707448.00,477.00,2204.00,0.00,0.00,
40,2.00,6020606786.00,3009145090.00,2206706480.00,795.00,2013.00,0.00,0.00,
51,2.35,7057659779.00,3009137460.00,2206700760.00,635.00,2157.00,0.00,0.00,
52,2.34,7052453447.00,3009134197.00,2206698384.00,999.00,2425.00,0.00,0.00,
53,2.35,7064551824.00,3009135028.00,2206699000.00,674.00,2035.00,0.00,0.00,
54,2.34,7053370900.00,3009137541.00,2206700848.00,604.00,1750.00,0.00,0.00,
*,0.32,84679675330.00,261597667134.00,247153605688.00,185606.00,643625.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5959978616.00,3000315066.00,2200231088.00,692.00,1551.00,0.00,0.00,
38,2.00,6005430600.00,3000312370.00,2200229064.00,674.00,1705.00,0.00,0.00,
39,2.00,6005430213.00,3000314349.00,2200230472.00,345.00,1913.00,0.00,0.00,
40,2.00,6006984942.00,3000312144.00,2200228888.00,596.00,1682.00,0.00,0.00,
51,2.35,7039793735.00,3000315980.00,2200231792.00,410.00,1775.00,0.00,0.00,
52,2.35,7036378419.00,3000332544.00,2200243848.00,468.00,1752.00,0.00,0.00,
53,2.35,7037695114.00,3000325753.00,2200238832.00,413.00,1764.00,0.00,0.00,
54,2.34,7032575948.00,3000325144.00,2200238480.00,371.00,1663.00,0.00,0.00,
*,0.32,84364705218.00,260828132472.00,246426563152.00,69040.00,145577.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5959619689.00,2999375481.00,2199541960.00,517.00,1518.00,0.00,0.00,
38,2.00,6001632031.00,2999384030.00,2199548296.00,542.00,1694.00,0.00,0.00,
39,2.00,6013432534.00,2999389127.00,2199552080.00,555.00,1943.00,0.00,0.00,
40,2.00,6010734125.00,2999388245.00,2199551376.00,600.00,1750.00,0.00,0.00,
51,2.35,7034030482.00,2999385003.00,2199548912.00,558.00,1761.00,0.00,0.00,
52,2.34,7033016109.00,2999368899.00,2199537208.00,501.00,1618.00,0.00,0.00,
53,2.35,7036625924.00,2999373157.00,2199540376.00,711.00,1747.00,0.00,0.00,
54,2.35,7036425037.00,2999366442.00,2199535360.00,512.00,1580.00,0.00,0.00,
*,0.32,84360911736.00,260746678805.00,246349501112.00,67900.00,146116.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5962994787.00,2999220220.00,2199428176.00,641.00,1686.00,0.00,0.00,
38,2.00,6002724762.00,2999219885.00,2199427912.00,509.00,2371.00,0.00,0.00,
39,2.00,6009047488.00,2999215432.00,2199424656.00,680.00,2122.00,0.00,0.00,
40,2.00,6003623209.00,2999218143.00,2199426592.00,418.00,1946.00,0.00,0.00,
51,2.34,7032689169.00,2999223103.00,2199430288.00,598.00,1896.00,0.00,0.00,
