"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,99999,1,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11745,0,2004650,"",13,87299,63487,2843355,"00:00:00.136","00:00:50.136"
"Traffic Item 2",84559863,84559517,346,0.000,1409774.000,1409773.000,5999998144.000,721804288.000,5774434304.000,5774434.304,5774.434,7390,0,48010,8888,82747592,87579,58502,3177152,"00:00:00.136","00:01:00.118"
"Traffic Item 3",84559863,84559515,348,0.000,1409774.000,1409772.500,5999998144.000,721804288.000,5774434304.000,5774434.304,5774.434,5691,0,45930,6179,82796344,87788,58632,3177870,"00:00:00.136","00:01:00.118"
"Traffic Item 4",84559864,84559516,348,0.000,1409774.500,1409772.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,3941,0,47845,5911,82752565,87926,56795,3178507,"00:00:00.136","00:01:00.118"
