Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6012395103.00,3009880210.00,2207245480.00,765.00,1802.00,0.00,0.00,
38,2.01,6053755186.00,3009874698.00,2207241432.00,511.00,1891.00,0.00,0.00,
39,1.99,5986434603.00,3009878995.00,2207244600.00,644.00,2267.00,0.00,0.00,
40,2.01,6042962567.00,3009875160.00,2207241696.00,674.00,2090.00,0.00,0.00,
51,2.34,7055376484.00,3009877156.00,2207243192.00,901.00,1919.00,0.00,0.00,
52,2.34,7049988447.00,3009877349.00,2207243368.00,608.00,2056.00,0.00,0.00,
53,2.34,7045865701.00,3009874465.00,2207241256.00,592.00,2005.00,0.00,0.00,
54,2.34,7056442653.00,3009870351.00,2207238264.00,609.00,1752.00,0.00,0.00,
*,0.32,84697206970.00,261657852979.00,247210528400.00,178694.00,641979.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6012207230.00,3000271562.00,2200199144.00,490.00,1583.00,0.00,0.00,
38,2.01,6030722419.00,3000271506.00,2200199056.00,719.00,1593.00,0.00,0.00,
39,1.99,5964754583.00,3000268639.00,2200197032.00,481.00,1749.00,0.00,0.00,
40,2.01,6028698301.00,3000273451.00,2200200552.00,306.00,1702.00,0.00,0.00,
51,2.35,7042176636.00,3000272704.00,2200200024.00,319.00,1600.00,0.00,0.00,
52,2.35,7040548919.00,3000273464.00,2200200552.00,489.00,1719.00,0.00,0.00,
53,2.34,7035483843.00,3000291909.00,2200214104.00,554.00,1600.00,0.00,0.00,
54,2.34,7033290160.00,3000294037.00,2200215600.00,349.00,1567.00,0.00,0.00,
*,0.32,84437060549.00,260826074001.00,246424690864.00,69752.00,148142.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003396782.00,2999953027.00,2199965592.00,762.00,1675.00,0.00,0.00,
38,2.01,6028884598.00,2999960103.00,2199970784.00,609.00,1712.00,0.00,0.00,
39,1.99,5959502471.00,2999962233.00,2199972280.00,514.00,1799.00,0.00,0.00,
40,2.01,6026879031.00,2999960345.00,2199970960.00,1052.00,2011.00,0.00,0.00,
51,2.35,7037189895.00,2999954455.00,2199966560.00,428.00,1677.00,0.00,0.00,
52,2.35,7036194331.00,2999963629.00,2199973336.00,405.00,1789.00,0.00,0.00,
53,2.35,7035990416.00,2999948070.00,2199961896.00,487.00,1750.00,0.00,0.00,
54,2.34,7031304372.00,2999942280.00,2199957672.00,663.00,1657.00,0.00,0.00,
*,0.32,84386393020.00,260796685008.00,246396766792.00,66897.00,150875.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003729087.00,2999819081.00,2199867296.00,653.00,1561.00,0.00,0.00,
38,2.01,6036428559.00,2999815834.00,2199864920.00,475.00,1669.00,0.00,0.00,
39,1.99,5958439109.00,2999813817.00,2199863424.00,612.00,1880.00,0.00,0.00,
40,2.01,6026848903.00,2999812972.00,2199862808.00,638.00,1881.00,0.00,0.00,
51,2.35,7039766108.00,2999813636.00,2199863336.00,412.00,1621.00,0.00,0.00,
52,2.35,7035573468.00,2999803133.00,2199855592.00,512.00,1792.00,0.00,0.00,
53,2.35,7036189640.00,2999797477.00,2199851456.00,421.00,1738.00,0.00,0.00,
54,2.35,7038451812.00,2999805292.00,2199857264.00,477.00,1644.00,0.00,0.00,
*,0.32,84448785470.00,260783657696.00,246384503992.00,106230.00,407415.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6000868790.00,3000050925.00,2200037400.00,589.00,1591.00,0.00,0.00,
38,2.01,6032336447.00,3000066367.00,2200048664.00,513.00,1665.00,0.00,0.00,
39,1.99,5959444536.00,3000071651.00,2200052536.00,442.00,1734.00,0.00,0.00,
40,2.01,6028784517.00,3000075725.00,2200055528.00,334.00,1869.00,0.00,0.00,
51,2.34,7030742693.00,3000076314.00,2200055968.00,586.00,1575.00,0.00,0.00,
52,2.34,7031728751.00,3000086219.00,2200063272.00,677.00,1651.00,0.00,0.00,
53,2.35,7035658406.00,3000088416.00,2200064856.00,520.00,1769.00,0.00,0.00,
54,2.34,7026847370.00,3000083220.00,2200060984.00,545.00,1553.00,0.00,0.00,
*,0.32,84384483774.00,260805769670.00,246405485920.00,59364.00,148047.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5998379678.00,2999047456.00,2199301456.00,551.00,1533.00,0.00,0.00,
