"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,100000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11785,0,174590,"",0,86859,63347,258632,"00:00:00.099","00:00:50.099"
"Traffic Item 2",81739585,81739459,126,0.000,1409774.500,1409778.000,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,6810,0,57052,5196,79991690,87347,55297,596152,"00:00:00.099","00:00:58.080"
"Traffic Item 3",81739585,81739459,126,0.000,1409774.500,1409777.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,5662,0,57182,5164,79997973,87567,55687,596467,"00:00:00.099","00:00:58.080"
"Traffic Item 4",81739585,81739459,126,0.000,1409774.500,1409777.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,3221,0,57175,947,79993016,87691,55612,597015,"00:00:00.099","00:00:58.080"
