"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",58218510,58218510,0,0.000,0.000,0.000,0.000,0.000,29807877120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1191658,89307,17124777,"00:00:00.098","00:01:02.060"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",87327767,87327767,0,0.000,0.000,0.000,0.000,0.000,44711816704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,673692,92640,17118170,"00:00:00.098","00:01:02.060"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",87327767,87327767,0,0.000,0.000,0.000,0.000,0.000,44711816704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,675404,93020,17119007,"00:00:00.098","00:01:02.060"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","",""
