"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",72622259,72622259,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13508,0,75047,"",71368981,72622257,119859,76687,16482195,"00:00:00.084","00:01:01.917"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",72622259,72622259,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9379,0,75535,"",71530194,72622257,120064,76975,16482575,"00:00:00.084","00:01:01.917"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",72622259,72622259,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8589,0,75632,"",71407667,72622257,120246,77012,16482960,"00:00:00.084","00:01:01.917"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","",0,"","","","",""
