"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",72676933,72676933,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6572,0,75482,"",71419647,72676932,119866,76882,16478442,"00:00:00.097","00:01:01.976"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",72676933,72676933,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6510,0,75742,"",71393384,72676932,120074,77417,16478575,"00:00:00.097","00:01:01.976"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",72676933,72676933,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,608,0,61735,"",71395463,72676932,120251,76432,16478720,"00:00:00.097","00:01:01.976"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","",0,"","","","",""
