Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.98,5956961583.00,3009061402.00,2206645056.00,487.00,1808.00,0.00,0.00,
38,2.00,6023687339.00,3009063486.00,2206646552.00,561.00,2121.00,0.00,0.00,
39,2.00,6019602817.00,3009062952.00,2206646200.00,650.00,2036.00,0.00,0.00,
40,2.00,6025021035.00,3009059799.00,2206643824.00,549.00,2288.00,0.00,0.00,
51,2.35,7057800510.00,3009051560.00,2206637752.00,1115.00,2019.00,0.00,0.00,
52,2.34,7054651929.00,3009046565.00,2206634144.00,622.00,1873.00,0.00,0.00,
53,2.35,7057248109.00,3009041932.00,2206630712.00,532.00,2114.00,0.00,0.00,
54,2.35,7056538353.00,3009037042.00,2206627192.00,620.00,1991.00,0.00,0.00,
*,0.32,84644127059.00,261585561634.00,247142311768.00,174737.00,647844.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.98,5937644073.00,3000254256.00,2200186472.00,553.00,1521.00,0.00,0.00,
38,2.00,6009326896.00,3000253074.00,2200185592.00,405.00,1680.00,0.00,0.00,
39,2.00,6006322243.00,3000251263.00,2200184272.00,483.00,1573.00,0.00,0.00,
40,2.00,6003905617.00,3000249503.00,2200182952.00,653.00,1994.00,0.00,0.00,
51,2.35,7035876754.00,3000253021.00,2200185592.00,465.00,1696.00,0.00,0.00,
52,2.34,7032702095.00,3000249552.00,2200182952.00,608.00,1731.00,0.00,0.00,
53,2.35,7037100708.00,3000264433.00,2200193952.00,475.00,1810.00,0.00,0.00,
54,2.35,7037720540.00,3000272166.00,2200199584.00,445.00,1637.00,0.00,0.00,
*,0.32,84349558093.00,260825748348.00,246424231416.00,68989.00,145501.00,0.00,0.00,

