"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",42266566,39000577,3265989,7.727,704887.000,659798.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,82204,0,2541860,72289,38967227,1133267,77665,2775455,"00:00:00.165","00:01:00.117"
"Traffic Item 2",56355422,52007930,4347492,7.714,939850.000,879639.500,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,36709,0,2218582,51099,51949506,923862,79410,2535032,"00:00:00.165","00:01:00.118"
"Traffic Item 3",56355422,52005633,4349789,7.718,939850.000,879605.000,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,36020,0,2218537,47507,51949316,925480,79667,2535287,"00:00:00.165","00:01:00.118"
"Traffic Item 4",70444277,65000493,5443784,7.728,1174812.000,1099325.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,22250,0,2375787,28883,64946708,932999,77280,2985240,"00:00:00.165","00:01:00.117"
