"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",42279086,39019950,3259136,7.709,704887.500,657928.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,78824,0,2585977,88166,38986988,1133366,78812,2847252,"00:00:00.104","00:01:00.071"
"Traffic Item 2",56372115,52032243,4339872,7.699,939850.000,877411.500,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,34773,0,2208637,37176,51967038,924415,77405,2796755,"00:00:00.104","00:01:00.071"
"Traffic Item 3",56372115,52033588,4338527,7.696,939850.000,877375.000,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,38804,0,2208592,49719,51971994,926056,77792,2797097,"00:00:00.104","00:01:00.071"
"Traffic Item 4",70465143,65034443,5430700,7.707,1174812.000,1096415.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,22869,0,2293687,30653,64980738,932184,77170,2787340,"00:00:00.104","00:01:00.071"
