Link 3 is disabled
Link 3 is disabled
Time elapsed: 1005 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408222547.00,3015377665.00,2211276936.00,424.00,1826.00,20001.00,0.00,
38,0.14,408591906.00,3015372719.00,2211273328.00,392.00,1705.00,11687.00,0.00,
39,0.14,408176937.00,3015374903.00,2211274912.00,406.00,1938.00,18405.00,0.00,
40,0.14,408351807.00,3015371964.00,2211272800.00,436.00,1854.00,9664.00,0.00,
51,0.14,408458249.00,3015400672.00,2211293832.00,366.00,1978.00,16159.00,0.00,
52,0.14,408271570.00,3015396318.00,2211290664.00,354.00,1946.00,18985.00,0.00,
53,0.14,408320221.00,3015402844.00,2211295504.00,369.00,1935.00,15258.00,0.00,
54,0.14,408363947.00,3015407773.00,2211299112.00,372.00,1844.00,21587.00,0.00,
*,0.14,35823713001.00,260528266813.00,247662552720.00,1082391.00,2241501.00,1581151399.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,406460042.00,2999968547.00,2199976944.00,165.00,1643.00,3903.00,0.00,
38,0.14,406916952.00,2999972575.00,2199979936.00,167.00,1466.00,4199.00,0.00,
39,0.14,406609720.00,2999967686.00,2199976328.00,161.00,1712.00,3331.00,0.00,
40,0.14,406408241.00,2999966668.00,2199975536.00,163.00,1686.00,5634.00,0.00,
51,0.14,406625178.00,2999941517.00,2199957144.00,143.00,1756.00,3906.00,0.00,
52,0.14,406939845.00,2999944660.00,2199959432.00,120.00,1748.00,4181.00,0.00,
53,0.14,406828429.00,2999935740.00,2199952832.00,126.00,1761.00,3025.00,0.00,
