Link 3 is disabled
Link 3 is disabled
Time elapsed: 1005 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408023579.00,3015390404.00,2211286264.00,413.00,1894.00,16073.00,0.00,
38,0.14,408280700.00,3015389423.00,2211285560.00,426.00,1874.00,13314.00,0.00,
39,0.14,408244993.00,3015392993.00,2211288200.00,417.00,1913.00,22803.00,0.00,
40,0.14,408217360.00,3015394464.00,2211289344.00,458.00,1846.00,11636.00,0.00,
51,0.14,408393712.00,3015431053.00,2211316096.00,385.00,1964.00,12333.00,0.00,
52,0.14,408372004.00,3015432956.00,2211317504.00,376.00,1786.00,16279.00,0.00,
53,0.14,408150426.00,3015439269.00,2211322168.00,404.00,1920.00,13072.00,0.00,
54,0.14,408410563.00,3015440830.00,2211323312.00,386.00,1979.00,17555.00,0.00,
*,0.14,35825057873.00,260531802870.00,247665883608.00,1099910.00,2267149.00,1580199931.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,407005855.00,3000086048.00,2200063096.00,170.00,1656.00,3724.00,0.00,
38,0.14,406591419.00,3000086787.00,2200063624.00,158.00,1618.00,3002.00,0.00,
39,0.14,406976139.00,3000084836.00,2200062216.00,157.00,1669.00,3162.00,0.00,
40,0.14,406736155.00,3000083547.00,2200061248.00,171.00,1699.00,3721.00,0.00,
51,0.14,406804848.00,3000056180.00,2200041184.00,132.00,1701.00,3817.00,0.00,
52,0.14,406156295.00,3000051864.00,2200038016.00,128.00,1556.00,4810.00,0.00,
53,0.14,406987907.00,3000045664.00,2200033440.00,158.00,1752.00,4136.00,0.00,
54,0.14,406555811.00,3000042654.00,2200031328.00,131.00,1760.00,3193.00,0.00,
*,0.14,36187852366.00,259203956230.00,246403850704.00,154645.00,249632.00,1232282379.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,407696313.00,2999717913.00,2199793112.00,127.00,1523.00,5382.00,0.00,
38,0.14,408363389.00,2999718995.00,2199793992.00,129.00,1458.00,3666.00,0.00,
39,0.14,408159957.00,2999716285.00,2199791968.00,131.00,1491.00,3640.00,0.00,
40,0.14,407977064.00,2999714931.00,2199790912.00,136.00,1528.00,5983.00,0.00,
51,0.14,408580908.00,2999709085.00,2199786688.00,126.00,1501.00,5701.00,0.00,
52,0.14,407170006.00,2999710455.00,2199787656.00,142.00,1313.00,6074.00,0.00,
53,0.14,408105595.00,2999713941.00,2199790208.00,125.00,1508.00,3563.00,0.00,
54,0.14,407413717.00,2999713020.00,2199789504.00,125.00,1357.00,7428.00,0.00,
*,0.14,35325496307.00,259175639299.00,246376846056.00,94021.00,249399.00,378558269.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408165714.00,2999763475.00,2199826552.00,144.00,1352.00,5572.00,0.00,
38,0.14,408906000.00,2999763445.00,2199826464.00,135.00,1279.00,4501.00,0.00,
39,0.14,408729222.00,2999766051.00,2199828400.00,138.00,1299.00,3861.00,0.00,
40,0.14,408380865.00,2999766261.00,2199828664.00,146.00,1325.00,4955.00,0.00,
51,0.14,409069715.00,2999771090.00,2199832096.00,130.00,1313.00,4192.00,0.00,
52,0.14,408218605.00,2999769295.00,2199830864.00,135.00,1262.00,4919.00,0.00,
53,0.14,408370735.00,2999766803.00,2199829016.00,135.00,1353.00,4044.00,0.00,
54,0.14,408752610.00,2999770115.00,2199831392.00,124.00,1162.00,5746.00,0.00,
*,0.14,35403128555.00,259180170040.00,246381133856.00,33041.00,129408.00,3253936.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.84,2505634226.00,2999697505.00,2199778240.00,389.00,13628.00,805905.00,0.00,
38,0.84,2507410784.00,2999700234.00,2199780264.00,350.00,11158.00,759255.00,0.00,
39,0.84,2508635657.00,2999707946.00,2199785808.00,290.00,14148.00,852282.00,0.00,
40,0.84,2511955723.00,2999712017.00,2199788800.00,471.00,12060.00,779282.00,0.00,
51,1.00,3006570153.00,2999718781.00,2199793816.00,379.00,13211.00,768330.00,0.00,
52,1.00,3006870929.00,2999731043.00,2199802792.00,326.00,12761.00,737252.00,0.00,
53,1.00,3005943292.00,2999737195.00,2199807456.00,357.00,13840.00,783400.00,0.00,
54,1.00,3003553449.00,2999745839.00,2199813616.00,290.00,12758.00,782280.00,0.00,
*,0.21,54185125907.00,259174774946.00,246375944848.00,1067765.00,630568.00,1077594543.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.90,5694331940.00,2999769931.00,2199831304.00,4697.00,2742.00,24300.00,0.00,
38,1.90,5696756377.00,2999777039.00,2199836408.00,218.00,2072.00,43330.00,0.00,
39,1.90,5696134243.00,2999772084.00,2199832888.00,196.00,2191.00,28412.00,0.00,
40,1.90,5694136913.00,2999772504.00,2199833152.00,235.00,2326.00,29311.00,0.00,
51,2.34,7028724977.00,2999773573.00,2199833944.00,171.00,2334.00,9045.00,0.00,
52,2.34,7032375612.00,2999773828.00,2199834120.00,191.00,2427.00,11153.00,0.00,
53,2.35,7038096017.00,2999773887.00,2199834032.00,179.00,2453.00,14111.00,0.00,
54,2.34,7025529034.00,2999774114.00,2199834384.00,188.00,2343.00,11952.00,0.00,
*,0.32,82920473187.00,259182252601.00,246383121248.00,48224.00,139842.00,2548412.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.66,4990764525.00,3002847405.00,2202088064.00,318.00,19222.00,1559613.00,0.00,
38,1.65,4966206433.00,3002847811.00,2202088504.00,222.00,17635.00,1473094.00,0.00,
39,1.66,4982453706.00,3002846090.00,2202087184.00,194.00,18626.00,1466975.00,0.00,
40,1.66,4981040009.00,3002848886.00,2202089208.00,237.00,18500.00,1432058.00,0.00,
51,1.98,5935035160.00,3002854073.00,2202092992.00,275.00,16805.00,963379.00,0.00,
52,1.98,5936780424.00,3002847983.00,2202088504.00,241.00,18540.00,987484.00,0.00,
53,1.97,5913247335.00,3002848666.00,2202089032.00,209.00,18472.00,1086588.00,0.00,
54,1.98,5931291045.00,3002841502.00,2202083752.00,171.00,19118.00,1097180.00,0.00,
*,0.29,75697124525.00,259444840352.00,246632759296.00,41550.00,309397.00,17048344.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5999859668.00,3002772481.00,2202033152.00,353.00,1454.00,5029724.00,0.00,
38,1.97,5925251084.00,3002772025.00,2202032712.00,129.00,1611.00,4808383.00,0.00,
39,2.00,6002297047.00,3002772765.00,2202033328.00,122.00,1701.00,4668163.00,0.00,
40,2.00,5997983679.00,3002774460.00,2202034560.00,124.00,1724.00,4701087.00,0.00,
51,2.34,7039187975.00,3002774721.00,2202034736.00,125.00,1494.00,6097.00,0.00,
52,2.34,7039073626.00,3002773692.00,2202034032.00,112.00,1655.00,7416.00,0.00,
53,2.26,6778692933.00,3002776149.00,2202035880.00,138.00,1707.00,11020.00,0.00,
54,2.34,7038897819.00,3002780252.00,2202038872.00,124.00,1528.00,8658.00,0.00,
*,0.32,83962550624.00,259440799815.00,246628915368.00,57014.00,151934.00,25116627.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5994764827.00,3002764145.00,2202026992.00,270.00,1317.00,5013403.00,0.00,
38,1.97,5927464372.00,3002764414.00,2202027256.00,126.00,1479.00,4813548.00,0.00,
39,2.00,6001117532.00,3002769060.00,2202030600.00,122.00,1537.00,4645800.00,0.00,
40,2.00,6001731622.00,3002763943.00,2202026904.00,116.00,1620.00,4721906.00,0.00,
51,2.34,7040359727.00,3002765901.00,2202028312.00,130.00,1422.00,7309.00,0.00,
52,2.34,7040477758.00,3002770450.00,2202031656.00,130.00,1579.00,8400.00,0.00,
53,2.26,6795500288.00,3002765903.00,2202028312.00,130.00,1572.00,10581.00,0.00,
54,2.34,7037319592.00,3002764249.00,2202027080.00,126.00,1448.00,8704.00,0.00,
*,0.32,83865142120.00,259439033604.00,246627227704.00,24175.00,124433.00,20975278.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5985609694.00,2999978549.00,2199984248.00,250.00,1389.00,4997799.00,0.00,
38,1.97,5918001323.00,2999976761.00,2199982928.00,128.00,1586.00,4799268.00,0.00,
39,2.00,5997742068.00,2999975789.00,2199982224.00,1063.00,3475.00,4653583.00,0.00,
40,1.99,5970702029.00,2999978277.00,2199984072.00,115.00,1739.00,4105644.00,0.00,
51,2.34,7025647307.00,2999973021.00,2199980200.00,130.00,1553.00,5783.00,0.00,
52,2.35,7035456011.00,2999974153.00,2199981080.00,133.00,1637.00,8366.00,0.00,
53,2.31,6922751455.00,2999973383.00,2199980464.00,125.00,1728.00,9855.00,0.00,
54,2.34,7026634901.00,2999978172.00,2199983984.00,119.00,1582.00,10163.00,0.00,
*,0.32,83884176434.00,259197655059.00,246397776416.00,25856.00,126984.00,20397186.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5987829489.00,2999796043.00,2199850488.00,276.00,1316.00,5006895.00,0.00,
38,1.97,5919201485.00,2999794669.00,2199849432.00,124.00,1475.00,4799854.00,0.00,
39,2.00,5995541595.00,2999793385.00,2199848552.00,127.00,1584.00,4662831.00,0.00,
40,1.99,5975898212.00,2999796754.00,2199850928.00,128.00,1616.00,4291519.00,0.00,
51,2.35,7035750670.00,2999793211.00,2199848376.00,128.00,1426.00,5418.00,0.00,
52,2.34,7025796993.00,2999791048.00,2199846704.00,128.00,1501.00,8147.00,0.00,
53,2.35,7041837943.00,2999793918.00,2199848904.00,119.00,1579.00,10557.00,0.00,
54,2.34,7032759483.00,2999790422.00,2199846352.00,123.00,1466.00,8193.00,0.00,
*,0.32,84015659138.00,259182642758.00,246383494720.00,30217.00,132348.00,20701663.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5985197082.00,2999832880.00,2199877416.00,249.00,1308.00,4991269.00,0.00,
38,1.97,5922560084.00,2999833603.00,2199878032.00,122.00,1463.00,4783766.00,0.00,
39,2.00,5995098611.00,2999830319.00,2199875480.00,114.00,1574.00,4686441.00,0.00,
40,1.99,5981011166.00,2999828637.00,2199874336.00,111.00,1599.00,4351151.00,0.00,
51,2.34,7031835497.00,2999834234.00,2199878472.00,128.00,1414.00,5363.00,0.00,
52,2.34,7032021128.00,2999832768.00,2199877416.00,125.00,1593.00,7744.00,0.00,
53,2.35,7038983863.00,2999831855.00,2199876624.00,117.00,1577.00,8180.00,0.00,
54,2.34,7022844906.00,2999832996.00,2199877504.00,123.00,1336.00,10873.00,0.00,
*,0.32,83998591121.00,259185191252.00,246385932936.00,27014.00,127978.00,20671225.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5988591624.00,2999759182.00,2199823384.00,252.00,1354.00,5000939.00,0.00,
38,1.97,5918777355.00,2999759002.00,2199823208.00,124.00,1520.00,4789633.00,0.00,
39,2.00,5995021982.00,2999764878.00,2199827608.00,197.00,2322.00,4660283.00,0.00,
40,2.00,5996216480.00,2999764994.00,2199827696.00,121.00,1677.00,4724174.00,0.00,
