"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183214632,180974174,2240458,1.223,3054512.000,3054464.500,13000003072.000,12999800912.000,92658777088,1563910144.000,1563885824.000,12511281152.000,12511086592.000,12511281.152,12511086.592,12511.281,12511.087,152551,75310,7020645,"00:00:00.103","00:01:00.079"
"Traffic Item 2",183214632,180974163,2240469,1.223,3054511.000,3054464.000,12999998816.000,12999798784.000,92658771456,1563909632.000,1563885568.000,12511277056.000,12511084544.000,12511277.056,12511084.544,12511.277,12511.085,153147,76170,7033007,"00:00:00.103","00:01:00.079"
"Traffic Item 3",169121199,167052999,2068200,1.223,2819549.000,2819548.000,12000000544.000,11999996288.000,85531135488,1443609088.000,1443608576.000,11548872704.000,11548868608.000,11548872.704,11548868.608,11548.873,11548.869,152676,74252,7040302,"00:00:00.104","00:01:00.079"
"Traffic Item 4",169121199,167053341,2067858,1.223,2819548.500,2819544.000,11999998416.000,11999979264.000,85531310592,1443608832.000,1443606528.000,11548870656.000,11548852224.000,11548870.656,11548852.224,11548.871,11548.852,153047,74730,7041207,"00:00:00.104","00:01:00.079"
