"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183212500,180971845,2240655,1.223,3054512.000,3054489.500,13000003072.000,12999907312.000,92657584640,1563910144.000,1563898624.000,12511281152.000,12511188992.000,12511281.152,12511188.992,12511.281,12511.189,152451,74842,6727930,"00:00:00.112","00:01:00.083"
"Traffic Item 2",183212500,180971873,2240627,1.223,3054511.500,3054493.500,13000000944.000,12999924336.000,92657598976,1563909888.000,1563900672.000,12511279104.000,12511205376.000,12511279.104,12511205.376,12511.279,12511.205,153123,75450,6729385,"00:00:00.112","00:01:00.083"
"Traffic Item 3",169119231,167051114,2068117,1.223,2819549.000,2819560.000,12000000544.000,12000047360.000,85530170368,1443609088.000,1443614720.000,11548872704.000,11548917760.000,11548872.704,11548917.760,11548.873,11548.918,152677,73640,6769982,"00:00:00.113","00:01:00.083"
"Traffic Item 4",169119231,167051483,2067748,1.223,2819548.500,2819560.000,11999998416.000,12000047360.000,85530359296,1443608832.000,1443614720.000,11548870656.000,11548917760.000,11548870.656,11548917.760,11548.871,11548.918,152962,75522,6770760,"00:00:00.113","00:01:00.083"
