"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",68115533,68115399,134,0.000,1174812.000,1174819.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,7340,0,58107,7321,66042878,68115335,108951,71930,196152,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",68115533,68115399,134,0.000,1174812.000,1174820.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,7506,0,58815,7488,66024667,68115335,109315,72287,233160,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",68115533,68115400,133,0.000,1174812.000,1174823.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,3459,0,59120,3465,65834501,68115335,109160,71090,197032,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",68115533,68115399,134,0.000,1174812.000,1174823.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,7391,0,59132,7385,66000704,68115335,110267,72950,197285,"00:00:00.100","00:00:58.080"
