"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",68080082,68079964,118,0.000,1174812.000,1174809.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,7387,0,58732,7306,66013095,68079970,109021,71742,549045,"00:00:00.118","00:00:58.068"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",68080082,68079964,118,0.000,1174812.000,1174809.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,7557,0,58765,7463,65994723,68079970,109385,72265,549340,"00:00:00.118","00:00:58.068"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",68080083,68079964,119,0.000,1174812.000,1174808.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,3445,0,58835,3465,65812349,68079970,109232,71007,549810,"00:00:00.118","00:00:58.068"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",68080083,68079961,122,0.000,1174812.500,1174807.500,5000002000.000,601504000.000,4812032000.000,4812032.000,4812.032,7439,0,58765,7343,65972463,68079958,110337,72722,550025,"00:00:00.118","00:00:58.068"
