Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6017781844.00,3011047480.00,2208101456.00,637.00,1793.00,0.00,0.00,
38,2.01,6042853894.00,3011050031.00,2208103304.00,492.00,2045.00,0.00,0.00,
39,2.00,6021224496.00,3011047897.00,2208101808.00,656.00,2129.00,0.00,0.00,
40,2.00,6020173975.00,3011042525.00,2208097848.00,425.00,2278.00,0.00,0.00,
51,2.35,7063085816.00,3011046361.00,2208100664.00,562.00,2030.00,0.00,0.00,
52,2.34,7056068672.00,3011058862.00,2208109904.00,593.00,2006.00,0.00,0.00,
53,2.34,7060485618.00,3011053683.00,2208106032.00,643.00,1983.00,0.00,0.00,
54,2.34,7056848356.00,3011052330.00,2208105064.00,690.00,2002.00,0.00,0.00,
*,0.32,84759294314.00,261760234399.00,247307312472.00,187413.00,656550.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6010156353.00,2999717642.00,2199792936.00,784.00,1558.00,0.00,0.00,
38,2.01,6033192783.00,2999733698.00,2199804728.00,512.00,1688.00,0.00,0.00,
39,2.00,6003663554.00,2999746894.00,2199814408.00,548.00,1784.00,0.00,0.00,
40,2.00,6002171628.00,2999757118.00,2199821888.00,479.00,1872.00,0.00,0.00,
51,2.34,7033086231.00,2999760289.00,2199824176.00,450.00,1640.00,0.00,0.00,
52,2.34,7027508000.00,2999758214.00,2199822680.00,518.00,2007.00,0.00,0.00,
53,2.34,7034158638.00,2999757331.00,2199822064.00,459.00,1725.00,0.00,0.00,
54,2.35,7035707606.00,2999759610.00,2199823648.00,606.00,1773.00,0.00,0.00,
*,0.32,84411800939.00,260778733035.00,246379863312.00,72247.00,147326.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6008790684.00,2999938790.00,2199955120.00,551.00,1639.00,0.00,0.00,
38,2.01,6024675680.00,2999916680.00,2199938928.00,522.00,1796.00,0.00,0.00,
39,2.00,6003800761.00,2999910146.00,2199934088.00,471.00,1999.00,0.00,0.00,
40,2.00,6002601359.00,2999901402.00,2199927752.00,548.00,2078.00,0.00,0.00,
51,2.35,7039194980.00,2999888879.00,2199918512.00,370.00,1693.00,0.00,0.00,
52,2.34,7032407965.00,2999882801.00,2199914024.00,447.00,2198.00,0.00,0.00,
53,2.35,7035900648.00,2999886603.00,2199916840.00,501.00,1782.00,0.00,0.00,
54,2.34,7031276623.00,2999892814.00,2199921504.00,1334.00,1843.00,0.00,0.00,
*,0.32,84406996266.00,260789807657.00,246390495648.00,63935.00,154579.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003522442.00,3000020719.00,2200015224.00,740.00,1586.00,0.00,0.00,
38,2.01,6030663379.00,3000025492.00,2200018656.00,695.00,1640.00,0.00,0.00,
39,2.00,6004237715.00,3000020693.00,2200015136.00,445.00,1859.00,0.00,0.00,
40,2.00,6011969485.00,3000022341.00,2200016368.00,489.00,1946.00,0.00,0.00,
51,2.35,7038487352.00,3000024057.00,2200017688.00,609.00,1633.00,0.00,0.00,
52,2.34,7032787558.00,3000019967.00,2200014608.00,553.00,1811.00,0.00,0.00,
53,2.35,7035399258.00,3000017337.00,2200012760.00,415.00,1657.00,0.00,0.00,
54,2.34,7033406939.00,3000011852.00,2200008624.00,401.00,1712.00,0.00,0.00,
*,0.32,84458081518.00,260803831690.00,246403514720.00,105944.00,405976.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6000987315.00,2999527807.00,2199653720.00,730.00,1585.00,0.00,0.00,
38,2.01,6021845495.00,2999527062.00,2199653192.00,589.00,1629.00,0.00,0.00,
39,2.00,6006049888.00,2999541158.00,2199663488.00,441.00,2004.00,0.00,0.00,
40,2.00,5998286612.00,2999548525.00,2199668944.00,518.00,2024.00,0.00,0.00,
51,2.35,7036648496.00,2999593434.00,2199701856.00,421.00,1842.00,0.00,0.00,
52,2.34,7027031107.00,2999595325.00,2199703264.00,443.00,1877.00,0.00,0.00,
53,2.35,7046605406.00,2999591553.00,2199700448.00,364.00,1631.00,0.00,0.00,
54,2.34,7029462779.00,2999588569.00,2199698248.00,564.00,1529.00,0.00,0.00,
*,0.32,84388532235.00,260761048939.00,246363178512.00,65013.00,151185.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5999157859.00,2999505912.00,2199637616.00,598.00,1659.00,0.00,0.00,
38,2.01,6026768376.00,2999525408.00,2199651960.00,566.00,1718.00,0.00,0.00,
39,2.00,6000196357.00,2999510440.00,2199641048.00,609.00,1807.00,0.00,0.00,
40,2.00,6001352845.00,2999505509.00,2199637352.00,509.00,1936.00,0.00,0.00,
51,2.35,7033803097.00,2999481095.00,2199619400.00,586.00,1745.00,0.00,0.00,
52,2.34,7029929573.00,2999480809.00,2199619312.00,476.00,2143.00,0.00,0.00,
53,2.35,7045853088.00,2999483663.00,2199621336.00,445.00,1608.00,0.00,0.00,
54,2.35,7037946711.00,2999487066.00,2199623888.00,407.00,1490.00,0.00,0.00,
*,0.32,84455097346.00,260756039121.00,246358475616.00,93725.00,163082.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5996077887.00,2999623636.00,2199724032.00,595.00,1704.00,0.00,0.00,
38,2.01,6032204093.00,2999609104.00,2199713384.00,603.00,1799.00,0.00,0.00,
39,2.00,6001915301.00,2999605156.00,2199710480.00,405.00,1921.00,0.00,0.00,
40,2.00,6011801075.00,2999604428.00,2199709864.00,487.00,1993.00,0.00,0.00,
51,2.35,7043011239.00,2999593983.00,2199702296.00,493.00,1758.00,0.00,0.00,
52,2.34,7031053001.00,2999595366.00,2199703264.00,482.00,2158.00,0.00,0.00,
53,2.35,7043765874.00,2999594137.00,2199702384.00,605.00,1630.00,0.00,0.00,
54,2.34,7031106093.00,2999603354.00,2199709160.00,454.00,1629.00,0.00,0.00,
