"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",22020358,22020284,74,0.000,367128.500,367115.000,1562498896.000,1562441440.000,11274385408,187969792.000,187962880.000,1503758336.000,1503703040.000,1503758.336,1503703.040,1503.758,1503.703,170666,76287,289255,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",22020358,22020308,50,0.000,367129.000,367147.000,1562501024.000,1562577632.000,11274397696,187970048.000,187979264.000,1503760384.000,1503834112.000,1503760.384,1503834.112,1503.760,1503.834,172016,74567,463990,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",22020358,22020285,73,0.000,367128.500,367111.000,1562498896.000,1562424416.000,11274385920,187969792.000,187960832.000,1503758336.000,1503686656.000,1503758.336,1503686.656,1503.758,1503.687,171310,75615,284362,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",22020358,22020309,49,0.000,367129.000,367144.000,1562501024.000,1562564864.000,11274398208,187970048.000,187977728.000,1503760384.000,1503821824.000,1503760.384,1503821.824,1503.760,1503.822,171737,74127,285815,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",22020358,22020285,73,0.000,367128.500,367115.000,1562498896.000,1562441440.000,11274385920,187969792.000,187962880.000,1503758336.000,1503703040.000,1503758.336,1503703.040,1503.758,1503.703,168796,74077,285257,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",22020358,22020309,49,0.000,367128.500,367147.000,1562498896.000,1562577632.000,11274398208,187969792.000,187979264.000,1503758336.000,1503834112.000,1503758.336,1503834.112,1503.758,1503.834,172264,73835,466617,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",22020358,22020285,73,0.000,367128.500,367111.000,1562498896.000,1562424416.000,11274385920,187969792.000,187960832.000,1503758336.000,1503686656.000,1503758.336,1503686.656,1503.758,1503.687,171662,75735,285247,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",22020358,22020309,49,0.000,367129.000,367144.000,1562501024.000,1562564864.000,11274398208,187970048.000,187977728.000,1503760384.000,1503821824.000,1503760.384,1503821.824,1503.760,1503.822,171900,74032,286345,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",22020358,22020285,73,0.000,367128.500,367115.000,1562498896.000,1562441440.000,11274385920,187969792.000,187962880.000,1503758336.000,1503703040.000,1503758.336,1503703.040,1503.758,1503.703,169446,74457,286152,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",22020358,22020308,50,0.000,367128.500,367147.000,1562498896.000,1562577632.000,11274397696,187969792.000,187979264.000,1503758336.000,1503834112.000,1503758.336,1503834.112,1503.758,1503.834,174623,76725,466630,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",22020358,22020284,74,0.000,367129.000,367111.000,1562501024.000,1562424416.000,11274385408,187970048.000,187960832.000,1503760384.000,1503686656.000,1503760.384,1503686.656,1503.760,1503.687,174283,78960,291642,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",22020358,22020308,50,0.000,367129.000,367144.000,1562501024.000,1562564864.000,11274397696,187970048.000,187977728.000,1503760384.000,1503821824.000,1503760.384,1503821.824,1503.760,1503.822,174766,77625,291482,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",22020358,22020285,73,0.000,367128.500,367115.000,1562498896.000,1562441440.000,11274385920,187969792.000,187962880.000,1503758336.000,1503703040.000,1503758.336,1503703.040,1503.758,1503.703,170145,74885,286917,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",22020358,22020309,49,0.000,367128.500,367147.000,1562498896.000,1562577632.000,11274398208,187969792.000,187979264.000,1503758336.000,1503834112.000,1503758.336,1503834.112,1503.758,1503.834,173581,74275,467852,"00:00:00.301","00:01:00.281"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",22020358,22020285,73,0.000,367128.500,367111.000,1562498896.000,1562424416.000,11274385920,187969792.000,187960832.000,1503758336.000,1503686656.000,1503758.336,1503686.656,1503.758,1503.687,172909,76115,288565,"00:00:00.301","00:01:00.281"
