"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",88081634,88081394,240,0.000,1468515.000,1468504.000,6249999840.000,6249953024.000,45097673728,751879680.000,751874048.000,6015037440.000,6014992384.000,6015037.440,6014992.384,6015.037,6014.992,144299,71700,486340,"00:00:00.100","00:01:00.080"
"Traffic Item 2",88081635,88081395,240,0.000,1468515.000,1468504.000,6249999840.000,6249953024.000,45097674240,751879680.000,751874048.000,6015037440.000,6014992384.000,6015037.440,6014992.384,6015.037,6014.992,144464,72135,488222,"00:00:00.100","00:01:00.080"
"Traffic Item 3",88081634,88081393,241,0.000,1468515.000,1468504.000,6249999840.000,6249953024.000,45097673216,751879680.000,751874048.000,6015037440.000,6014992384.000,6015037.440,6014992.384,6015.037,6014.992,145732,72185,488645,"00:00:00.100","00:01:00.080"
"Traffic Item 4",88081635,88081395,240,0.000,1468515.000,1468504.000,6249999840.000,6249953024.000,45097674240,751879680.000,751874048.000,6015037440.000,6014992384.000,6015037.440,6014992.384,6015.037,6014.992,145308,72897,489280,"00:00:00.100","00:01:00.080"
