"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",21286311,21286242,69,0.000,367129.000,367119.000,1562501024.000,1562458464.000,10898555904,187970048.000,187964928.000,1503760384.000,1503719424.000,1503760.384,1503719.424,1503.760,1503.719,168567,73542,283007,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",21286310,21286255,55,0.000,367128.500,367132.500,1562498896.000,1562515920.000,10898562560,187969792.000,187971840.000,1503758336.000,1503774720.000,1503758.336,1503774.720,1503.758,1503.775,167362,72760,583120,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",21286311,21286263,48,0.000,367129.000,367128.500,1562501024.000,1562498896.000,10898566656,187970048.000,187969792.000,1503760384.000,1503758336.000,1503760.384,1503758.336,1503.760,1503.758,168673,75487,283217,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",21286310,21286264,46,0.000,367128.500,367149.500,1562498896.000,1562588272.000,10898567168,187969792.000,187980544.000,1503758336.000,1503844352.000,1503758.336,1503844.352,1503.758,1503.844,167833,73182,290532,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",21286311,21286242,69,0.000,367129.000,367119.000,1562501024.000,1562458464.000,10898555904,187970048.000,187964928.000,1503760384.000,1503719424.000,1503760.384,1503719.424,1503.760,1503.719,169073,74035,284117,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",21286311,21286255,56,0.000,367129.000,367132.000,1562501024.000,1562513792.000,10898562560,187970048.000,187971584.000,1503760384.000,1503772672.000,1503760.384,1503772.672,1503.760,1503.773,169603,73370,583882,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",21286311,21286262,49,0.000,367129.000,367128.000,1562501024.000,1562496768.000,10898566144,187970048.000,187969536.000,1503760384.000,1503756288.000,1503760.384,1503756.288,1503.760,1503.756,171245,75615,284740,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",21286310,21286263,47,0.000,367128.500,367149.500,1562498896.000,1562588272.000,10898566656,187969792.000,187980544.000,1503758336.000,1503844352.000,1503758.336,1503844.352,1503.758,1503.844,170100,74685,291192,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",21286311,21286243,68,0.000,367129.000,367119.000,1562501024.000,1562458464.000,10898556416,187970048.000,187964928.000,1503760384.000,1503719424.000,1503760.384,1503719.424,1503.760,1503.719,167182,73100,284792,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",21286311,21286255,56,0.000,367129.000,367132.500,1562501024.000,1562515920.000,10898562560,187970048.000,187971840.000,1503760384.000,1503774720.000,1503760.384,1503774.720,1503.760,1503.775,169613,74825,584947,"00:00:00.100","00:00:58.080"
