"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",22019432,22019370,62,0.000,367129.000,367127.000,1562501024.000,1562492512.000,11273917440,187970048.000,187969024.000,1503760384.000,1503752192.000,1503760.384,1503752.192,1503.760,1503.752,169250,76377,297480,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",22019431,22019359,72,0.000,367129.000,367109.500,1562501024.000,1562418032.000,11273911808,187970048.000,187960064.000,1503760384.000,1503680512.000,1503760.384,1503680.512,1503.760,1503.681,168184,74850,730900,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",22019431,22019396,35,0.000,367128.500,367142.500,1562498896.000,1562558480.000,11273930752,187969792.000,187976960.000,1503758336.000,1503815680.000,1503758.336,1503815.680,1503.758,1503.816,167831,75345,279002,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",22019431,22019382,49,0.000,367128.500,367144.000,1562498896.000,1562564864.000,11273923584,187969792.000,187977728.000,1503758336.000,1503821824.000,1503758.336,1503821.824,1503.758,1503.822,168380,73960,281537,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",22019432,22019369,63,0.000,367129.000,367126.000,1562501024.000,1562488256.000,11273916928,187970048.000,187968512.000,1503760384.000,1503748096.000,1503760.384,1503748.096,1503.760,1503.748,167205,72890,274800,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",22019432,22019360,72,0.000,367129.000,367109.500,1562501024.000,1562418032.000,11273912320,187970048.000,187960064.000,1503760384.000,1503680512.000,1503760.384,1503680.512,1503.760,1503.681,167985,74660,733480,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",22019431,22019396,35,0.000,367128.500,367142.500,1562498896.000,1562558480.000,11273930752,187969792.000,187976960.000,1503758336.000,1503815680.000,1503758.336,1503815.680,1503.758,1503.816,168031,75465,279762,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",22019431,22019381,50,0.000,367128.500,367144.000,1562498896.000,1562564864.000,11273923072,187969792.000,187977728.000,1503758336.000,1503821824.000,1503758.336,1503821.824,1503.758,1503.822,170685,74627,281772,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",22019432,22019362,70,0.000,367129.000,367122.500,1562501024.000,1562473360.000,11273913344,187970048.000,187966720.000,1503760384.000,1503733760.000,1503760.384,1503733.760,1503.760,1503.734,167710,73442,276332,"00:00:00.126","00:01:00.103"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",22019431,22019360,71,0.000,367128.500,367109.500,1562498896.000,1562418032.000,11273912320,187969792.000,187960064.000,1503758336.000,1503680512.000,1503758.336,1503680.512,1503.758,1503.681,167810,74412,733192,"00:00:00.126","00:01:00.103"
