"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",29360362,29360285,77,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032465920,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,144835,73090,466820,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",29360363,29360290,73,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032468480,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,143990,72717,233892,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",29360363,29360317,46,0.000,489505.500,489512.500,2083335408.000,2083365200.000,15032482304,250626816.000,250630400.000,2005014528.000,2005043200.000,2005014.528,2005043.200,2005.015,2005.043,144223,71642,227715,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",29360363,29360286,77,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032466432,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,144658,72260,467232,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",29360363,29360290,73,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032468480,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,144553,73185,234105,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",29360362,29360317,45,0.000,489505.000,489512.500,2083333280.000,2083365200.000,15032482304,250626560.000,250630400.000,2005012480.000,2005043200.000,2005012.480,2005043.200,2005.012,2005.043,144327,71665,227427,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",29360363,29360286,77,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032466432,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,144954,72830,468337,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",29360363,29360290,73,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032468480,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,144352,72902,233567,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",29360362,29360317,45,0.000,489505.000,489512.500,2083333280.000,2083365200.000,15032482304,250626560.000,250630400.000,2005012480.000,2005043200.000,2005012.480,2005043.200,2005.012,2005.043,144461,71985,227432,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",29360363,29360286,77,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032466432,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,145586,73382,468750,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",29360363,29360290,73,0.000,489505.000,489511.000,2083333280.000,2083358816.000,15032468480,250626560.000,250629632.000,2005012480.000,2005037056.000,2005012.480,2005037.056,2005.012,2005.037,145345,73780,234190,"00:00:00.101","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",29360362,29360317,45,0.000,489505.000,489512.500,2083333280.000,2083365200.000,15032482304,250626560.000,250630400.000,2005012480.000,2005043200.000,2005012.480,2005043.200,2005.012,2005.043,145252,72657,227807,"00:00:00.101","00:01:00.080"
