"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",22019561,22019518,43,0.000,367128.500,367140.000,1562498896.000,1562547840.000,11273993216,187969792.000,187975680.000,1503758336.000,1503805440.000,1503758.336,1503805.440,1503.758,1503.805,168513,73335,283907,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",22019560,22019477,83,0.000,367128.500,367125.000,1562498896.000,1562484000.000,11273972224,187969792.000,187968000.000,1503758336.000,1503744000.000,1503758.336,1503744.000,1503.758,1503.744,168850,74847,592835,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",22019561,22019482,79,0.000,367129.000,367130.000,1562501024.000,1562505280.000,11273974784,187970048.000,187970560.000,1503760384.000,1503764480.000,1503760.384,1503764.480,1503.760,1503.764,168598,75440,284830,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",22019561,22019484,77,0.000,367129.000,367121.000,1562501024.000,1562466976.000,11273975808,187970048.000,187965952.000,1503760384.000,1503727616.000,1503760.384,1503727.616,1503.760,1503.728,168004,73275,281902,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",22019561,22019518,43,0.000,367128.500,367140.000,1562498896.000,1562547840.000,11273993216,187969792.000,187975680.000,1503758336.000,1503805440.000,1503758.336,1503805.440,1503.758,1503.805,169017,73872,284672,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",22019561,22019477,84,0.000,367128.500,367125.000,1562498896.000,1562484000.000,11273972224,187969792.000,187968000.000,1503758336.000,1503744000.000,1503758.336,1503744.000,1503.758,1503.744,171164,75730,595502,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",22019561,22019481,80,0.000,367129.000,367130.000,1562501024.000,1562505280.000,11273974272,187970048.000,187970560.000,1503760384.000,1503764480.000,1503760.384,1503764.480,1503.760,1503.764,171111,77110,286020,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",22019560,22019484,76,0.000,367128.500,367125.000,1562498896.000,1562484000.000,11273975808,187969792.000,187968000.000,1503758336.000,1503744000.000,1503758.336,1503744.000,1503.758,1503.744,168015,73322,281797,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",22019561,22019519,42,0.000,367128.500,367140.500,1562498896.000,1562549968.000,11273993728,187969792.000,187975936.000,1503758336.000,1503807488.000,1503758.336,1503807.488,1503.758,1503.807,167127,73425,284162,"00:00:00.140","00:01:00.117"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",22019561,22019477,84,0.000,367129.000,367125.000,1562501024.000,1562484000.000,11273972224,187970048.000,187968000.000,1503760384.000,1503744000.000,1503760.384,1503744.000,1503.760,1503.744,171019,75527,595702,"00:00:00.140","00:01:00.117"
