"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183211988,180969694,2242294,1.224,3054511.000,3054551.500,12999998816.000,1563909632.000,12511277056.000,12511277.056,12511.277,16595,0,2293235,16669,173316280,151327,75925,7973475,"00:00:00.105","00:01:00.080"
"Traffic Item 2",183211988,180969705,2242283,1.224,3054511.000,3054551.500,12999998816.000,1563909632.000,12511277056.000,12511277.056,12511.277,15679,0,7759662,15770,173458843,151962,75627,7974000,"00:00:00.105","00:01:00.080"
"Traffic Item 3",169118759,167049360,2069399,1.224,2819549.000,2819572.000,12000000544.000,1443609088.000,11548872704.000,11548872.704,11548.873,25501,0,2309802,25909,164098542,151349,75800,7991985,"00:00:00.106","00:01:00.080"
"Traffic Item 4",169118759,167049658,2069101,1.223,2819548.500,2819570.000,11999998416.000,1443608832.000,11548870656.000,11548870.656,11548.871,23546,0,2309285,23812,164107586,152018,76337,7992827,"00:00:00.106","00:01:00.080"
