"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",45803016,45245221,557795,1.218,763628.000,763635.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16940,0,2837825,17202,43275634,45802815,151027,74222,6602837,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803015,45244049,558966,1.220,763627.500,763639.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,16204,0,3473667,16233,43368643,45802903,151729,73845,6449275,"00:00:00.155","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803016,45243841,559175,1.221,763628.000,763613.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,14769,0,2485252,14608,43529936,45802903,152562,75502,6482512,"00:00:00.155","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",45803015,45246568,556447,1.215,763627.500,763626.500,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,16610,0,2091162,16735,43429203,45802911,151257,75527,6520095,"00:00:00.159","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",45803016,45245345,557671,1.218,763628.000,763635.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16974,0,1625915,17242,43276114,45802815,151737,74850,6603797,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803016,45244105,558911,1.220,763628.000,763637.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,11409,0,3467147,11855,43557165,45802928,152369,76427,6450752,"00:00:00.155","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803016,45243759,559257,1.221,763628.000,763613.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16988,0,2485560,17234,43411007,45802903,153544,77922,6483985,"00:00:00.155","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",45803015,45246485,556530,1.215,763627.500,763626.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,16998,0,2092010,17337,43400753,45802911,151822,75672,6520847,"00:00:00.159","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",42279707,41765025,514682,1.217,704887.000,704894.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,24652,0,2120062,25176,41034331,42279575,151061,75972,6656580,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279707,41763994,515713,1.220,704887.500,704878.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,26311,0,2177470,25971,41013734,42279571,151836,76075,6637557,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42279707,41763321,516386,1.221,704887.500,704897.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,27194,0,2840827,27152,40998083,42279599,153076,74797,6563460,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",42279706,41766344,513362,1.214,704887.000,704885.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,26758,0,1862415,27740,41029730,42279607,151251,76617,6644530,"00:00:00.160","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",42279707,41765112,514595,1.217,704887.000,704894.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,24740,0,3206962,25278,41034645,42279575,151783,76407,6657020,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42279707,41764067,515640,1.220,704887.000,704878.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,22154,0,1984252,22120,41014560,42279571,152421,76787,6638970,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",42279707,41763397,516310,1.221,704887.500,704901.000,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,18428,0,1736670,17643,41018208,42279599,153168,75477,6564655,"00:00:00.156","00:01:00.131"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",42279706,41766422,513284,1.214,704887.000,704886.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,25186,0,1862682,25564,41030819,42279607,151893,77065,6645457,"00:00:00.160","00:01:00.131"
