"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",352324365,154244052,198080313,56.221,5874060.000,2586170.000,24999999360.000,11006739520.000,78972954624,3007518720.000,1324119040.000,24060149760.000,10592952320.000,24060149.760,10592952.320,24060.150,10592.952,15321616,127282,27579905,"00:00:00.138","00:01:00.118"
"Traffic Item 2",352324366,154237884,198086482,56.223,5874060.500,2586050.000,25000001488.000,11006228800.000,78969796608,3007518976.000,1324057600.000,24060151808.000,10592460800.000,24060151.808,10592460.800,24060.152,10592.461,15319731,128040,27582870,"00:00:00.138","00:01:00.118"
"Traffic Item 3",352324365,154233319,198091046,56.224,5874060.000,2585904.000,24999999360.000,11005607424.000,78967459328,3007518720.000,1323982848.000,24060149760.000,10591862784.000,24060149.760,10591862.784,24060.150,10591.863,15317568,128292,27580592,"00:00:00.138","00:01:00.118"
"Traffic Item 4",352324366,154226565,198097801,56.226,5874060.000,2585756.000,24999999360.000,11004977536.000,78964001280,3007518720.000,1323907072.000,24060149760.000,10591256576.000,24060149.760,10591256.576,24060.150,10591.257,15315548,129282,27516352,"00:00:00.138","00:01:00.118"
