"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",70467184,70467050,134,0.000,1174812.000,1174811.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,13523,0,75690,13511,69250882,119820,76925,189617,"00:00:00.138","00:01:00.119"
"Traffic Item 2",70467184,70467050,134,0.000,1174812.000,1174810.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,9394,0,75830,9411,69406253,120023,76982,189470,"00:00:00.138","00:01:00.119"
"Traffic Item 3",70467184,70467050,134,0.000,1174812.000,1174810.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,8603,0,75955,8620,69287623,120204,77385,189685,"00:00:00.138","00:01:00.119"
"Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","","","","","",""
