"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,100000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13903,0,290980,"",0,88345,62835,407472,"00:00:00.091","00:00:50.090"
"Traffic Item 2",81739187,81739065,122,0.000,1409774.500,1409783.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,7234,0,55055,5366,80180906,88931,63990,854800,"00:00:00.091","00:00:58.071"
"Traffic Item 3",81739187,81739065,122,0.000,1409774.500,1409783.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,5791,0,51665,5170,80187402,89145,63492,193767,"00:00:00.091","00:00:58.071"
"Traffic Item 4",81739187,81739065,122,0.000,1409774.500,1409783.000,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,3030,0,51727,489,80181719,89271,63932,194445,"00:00:00.091","00:00:58.071"
