"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",87273527,87262291,11236,0.013,0.000,0.000,0.000,0.000,44678292992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,137743,77277,16573867,"00:00:00.137","00:01:02.059"
"Traffic Item 2",87273527,87262291,11236,0.013,0.000,0.000,0.000,0.000,44678292992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,138077,77697,16574247,"00:00:00.137","00:01:02.059"
"Traffic Item 3",87273527,87262291,11236,0.013,0.000,0.000,0.000,0.000,44678292992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,138328,77555,16574335,"00:00:00.137","00:01:02.059"
"Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","",""
