metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.2000000025000004,2.200000508,2.19999914,2.20000085
metric_CPU utilization %,8.988273881500001,8.9890403305,8.98355273,8.98920355
metric_CPU utilization% in kernel mode,0.0248099605,0.03708071850000019,0.0079228,0.29911026
metric_CPI,0.369189019,0.3953515065,0.3305754,0.39539362
metric_kernel_CPI,1.206782095,1.2684592715,0.94837004,1.27453759
metric_IPC,2.727294538,3.024319286,2.52912529,3.02502848
metric_locks retired per instr,0.00018432350000000003,0.00030858350000000014,1.9e-07,0.00047034
metric_L1D MPI (includes data+rfo w/ prefetches),0.0119628545,0.020168886999999996,7.4e-07,0.02016921
metric_L1D demand data read hits per instr,0.302001214,0.314710905,0.28318554,0.31471841
metric_L1-I code read misses (w/ prefetches) per instr,0.000352729,0.000594016,4.33e-06,0.00059812
metric_L2 demand data read hits per instr,0.0028950695000000003,0.004845344999999999,3.2e-07,0.00485
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.004032531999999999,0.006860421000000001,6.1e-07,0.00686196
metric_L2 demand data read MPI,0.0002747775,0.000468852,2.4e-07,0.00046908
metric_L2 demand code MPI,1.24735e-05,2.15135e-05,0.0,2.158e-05
metric_ITLB MPI,5.7425e-06,6.572500000000046e-06,1.82e-06,6.742e-05
metric_ITLB large page MPI,5e-10,5.000000000000072e-10,0.0,1e-08
metric_DTLB load MPI,2.6e-08,5.10000000000003e-08,0.0,4.5e-07
metric_DTLB 4KB page load MPI,2.5e-09,1.0500000000000006e-08,0.0,2e-08
metric_DTLB 2MB large page load MPI,5e-10,5.000000000000072e-10,0.0,1e-08
metric_DTLB 1GB large page load MPI,0.0,0.0,0.0,0.0
metric_DTLB store MPI,2.5e-09,2e-08,0.0,2e-08
metric_DTLB load miss latency (in core clks),4335.4734232445,14435.778571424513,0.0,31984.45
metric_DTLB store miss latency (in core clks),156.758709285,535.2641203705,0.0,547.40740741
metric_ITLB miss latency (in core clks),22.415544386,26.4780885715,20.03505594,27.86462386
metric_core c6 residency %,0.0,0.0,0.0,0.0
metric_package c6 residency %,0.0,0.0,0.0,0.0
metric_% Uops delivered from decoded Icache (DSB),63.165815357,65.6488788815,61.00402013,65.65749009
metric_% Uops delivered from legacy decode pipeline (MITE),30.889081679500002,33.593402638,27.09424281,33.94434153
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_TMA_Frontend_Bound(%),9.834542240000001,12.7709577195,8.26131028,13.4603558
metric_TMA_....ICache_Misses(%),0.07738363849999999,0.128687261,0.00255261,0.13151068
metric_TMA_....ITLB_Misses(%),0.06374938,0.31650582550000006,0.02284183,0.3858128
metric_TMA_....Branch_Resteers(%),0.19775408649999998,0.28435067100000005,0.06242422,0.36493995
metric_TMA_......Mispredicts_Resteers(%),0.13374393999999998,0.19828303350000007,0.02624873,0.29018952
metric_TMA_......Clears_Resteers(%),0.0251751695,0.034529506999999994,0.0114921,0.03472078
metric_TMA_......Unknown_Branches_Resteers(%),0.0388263435,0.05142946300000001,0.02372448,0.06133004
metric_TMA_....MITE(%),8.996492099000001,9.851060219,8.40493311,9.88472212
metric_TMA_....DSB(%),3.8511146635,4.3005468545,3.5452883,4.30821078
metric_TMA_Bad_Speculation(%),0.7317529909999999,1.0899625380000002,0.17276085,1.10910063
metric_TMA_..Branch_Mispredicts(%),0.6108942445000001,0.9437811835,0.11881304,0.95313571
metric_TMA_..Machine_Clears(%),0.12085874550000002,0.167384023,0.02483249,0.1676231
metric_TMA_Backend_Bound(%),19.646078393999993,25.12202093,9.82665105,25.12456142
metric_TMA_..Memory_Bound(%),5.184956445499999,7.859050515500001,1.04773939,7.86254358
metric_TMA_....L1_Bound(%),4.602823136499999,5.7127968145,2.81165561,5.85935568
metric_TMA_......DTLB_Load(%),0.0,0.0,0.0,0.0
metric_TMA_......Lock_Latency(%),0.034572096499999996,0.05982407800000002,0.00043375,0.0898752
metric_TMA_....L2_Bound(%),0.48003555150000005,0.812969603,0.00033649,0.81302172
metric_TMA_....L3_Bound(%),1.4946622360000001,2.5739274775,0.00297392,2.58240675
metric_TMA_....MEM_Bound(%),0.026037379500000003,0.05134957749999999,0.00049186,0.05228148
metric_TMA_......MEM_Bandwidth(%),1.2152000000000002e-05,2.9194000000000005e-05,0.0,3.44e-05
metric_TMA_......MEM_Latency(%),0.0363305765,0.07086545250000001,0.00057881,0.07173437
metric_TMA_....Store_Bound(%),1.4549986970000002,2.438085838,0.0,2.43846979
metric_TMA_..Core_Bound(%),14.4611219475,17.3015967745,8.66476492,17.32734851
metric_TMA_....Ports_Utilization(%),23.748473068,26.210534068999998,22.65529933,27.37621711
metric_TMA_......Ports_Utilized_3m(%),62.244449173,67.8726209535,56.30900202,67.96528402
metric_TMA_Retiring(%),69.78899563550002,77.287211935,65.51323179,77.28817837
metric_TMA_..Light_Operations(%),61.5037631015,68.0083373635,56.9507378,69.17380199
metric_TMA_....FP_Arith(%),0.26147874150000006,0.350531438,0.20332261,0.35879431
metric_TMA_......FP_Scalar(%),0.17096812200000003,0.23386477600000002,0.12977828,0.23937983
metric_TMA_......FP_Vector(%),0.0850046215,0.1166067045,0.06459002,0.11935666
metric_TMA_..Heavy_Operations(%),8.285232532,9.8272279975,7.26919113,10.22753743
