"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",66060826,66057630,3196,0.005,1101386.500,1101262.000,4687500944.000,4686971072.000,33821506560,563909888.000,563846144.000,4511279104.000,4510769152.000,4511279.104,4510769.152,4511.279,4510.769,3112875,74725,6296257,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",66060825,65830596,230229,0.349,1101386.000,1097128.500,4687498816.000,4669378896.000,33705265152,563909632.000,561729792.000,4511277056.000,4493838336.000,4511277.056,4493838.336,4511.277,4493.838,3323278,84860,6841470,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",66060826,65842240,218586,0.331,1101386.500,1098831.500,4687500944.000,4676626864.000,33711226880,563909888.000,562601728.000,4511279104.000,4500813824.000,4511279.104,4500813.824,4511.279,4500.814,3262214,76680,6673715,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",66060825,65984259,76566,0.116,1101386.000,1099426.000,4687498816.000,4679157056.000,33783940608,563909632.000,562906112.000,4511277056.000,4503248896.000,4511277.056,4503248.896,4511.277,4503.249,3244756,76050,6663257,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",66060826,66057628,3198,0.005,1101386.500,1101262.500,4687500944.000,4686973200.000,33821505536,563909888.000,563846400.000,4511279104.000,4510771200.000,4511279.104,4510771.200,4511.279,4510.771,3112962,75430,6296725,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",66060826,65830560,230266,0.349,1101386.500,1097129.500,4687500944.000,4669383152.000,33705246720,563909888.000,561730304.000,4511279104.000,4493842432.000,4511279.104,4493842.432,4511.279,4493.842,3324161,83765,6833895,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",66060826,65839635,221191,0.335,1101386.500,1098797.000,4687500944.000,4676480032.000,33709893120,563909888.000,562584064.000,4511279104.000,4500672512.000,4511279.104,4500672.512,4511.279,4500.673,3262421,78965,6674097,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",66060825,65983032,77793,0.118,1101386.000,1099402.500,4687498816.000,4679057040.000,33783312384,563909632.000,562894080.000,4511277056.000,4503152640.000,4511277.056,4503152.640,4511.277,4503.153,3244783,76827,6664570,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",66060826,66057626,3200,0.005,1101386.500,1101263.000,4687500944.000,4686975328.000,33821504512,563909888.000,563846656.000,4511279104.000,4510773248.000,4511279.104,4510773.248,4511.279,4510.773,3112131,74585,6297447,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",66060826,65826352,234474,0.355,1101386.500,1097056.000,4687500944.000,4669070336.000,33703092224,563909888.000,561692672.000,4511279104.000,4493541376.000,4511279.104,4493541.376,4511.279,4493.541,3324251,84190,6835375,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",66060825,65842270,218555,0.331,1101386.000,1098830.500,4687498816.000,4676622608.000,33711242240,563909632.000,562601216.000,4511277056.000,4500809728.000,4511277.056,4500809.728,4511.277,4500.810,3262993,80755,6665257,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",66060825,65984294,76531,0.116,1101386.000,1099432.000,4687498816.000,4679182592.000,33783958528,563909632.000,562909184.000,4511277056.000,4503273472.000,4511277.056,4503273.472,4511.277,4503.273,3245511,78700,6666695,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",66060826,66057626,3200,0.005,1101386.500,1101263.500,4687500944.000,4686977456.000,33821504512,563909888.000,563846912.000,4511279104.000,4510775296.000,4511279.104,4510775.296,4511.279,4510.775,3112096,75410,6298090,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",66060826,65830299,230527,0.349,1101386.500,1097123.500,4687500944.000,4669357616.000,33705113088,563909888.000,561727232.000,4511279104.000,4493817856.000,4511279.104,4493817.856,4511.279,4493.818,3324624,85715,6836865,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",66060826,65842265,218561,0.331,1101386.500,1098826.500,4687500944.000,4676605584.000,33711239680,563909888.000,562599168.000,4511279104.000,4500793344.000,4511279.104,4500793.344,4511.279,4500.793,3262967,80202,6667297,"00:00:00.100","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",66060825,65984294,76531,0.116,1101386.000,1099433.000,4687498816.000,4679186848.000,33783958528,563909632.000,562909696.000,4511277056.000,4503277568.000,4511277.056,4503277.568,4511.277,4503.278,3244975,79025,6661735,"00:00:00.100","00:01:00.080"
