"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",87170168,87170168,0,0.000,0.000,0.000,0.000,0.000,44631126016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122864,77807,16476782,"00:00:00.136","00:01:01.985"
"Traffic Item 2",87170168,87170168,0,0.000,0.000,0.000,0.000,0.000,44631126016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123206,78232,16477167,"00:00:00.136","00:01:01.985"
"Traffic Item 3",87170168,87170168,0,0.000,0.000,0.000,0.000,0.000,44631126016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123458,77165,16477547,"00:00:00.136","00:01:01.985"
"Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","",""
