Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6054733314.00,3009427983.00,2206913896.00,735.00,1826.00,0.00,0.00,
38,2.00,6024131971.00,3009427926.00,2206913896.00,529.00,1920.00,0.00,0.00,
39,2.00,6022302902.00,3009428898.00,2206914600.00,1192.00,2190.00,0.00,0.00,
40,2.00,6018786663.00,3009425239.00,2206911872.00,512.00,2210.00,0.00,0.00,
51,2.34,7056900113.00,3009420985.00,2206908704.00,759.00,2139.00,0.00,0.00,
52,2.34,7056617591.00,3009417260.00,2206906064.00,507.00,2026.00,0.00,0.00,
53,2.34,7055877100.00,3009416619.00,2206905536.00,732.00,2088.00,0.00,0.00,
54,2.34,7050161244.00,3009414490.00,2206904040.00,815.00,2023.00,0.00,0.00,
*,0.32,84734565327.00,261619730715.00,247174551184.00,182691.00,644284.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6040954554.00,2999718143.00,2199793288.00,616.00,1544.00,0.00,0.00,
38,2.00,6013140426.00,2999725186.00,2199798392.00,634.00,1681.00,0.00,0.00,
39,2.00,5999244780.00,2999728514.00,2199800856.00,655.00,1829.00,0.00,0.00,
40,2.00,6003991292.00,2999732935.00,2199804112.00,605.00,1838.00,0.00,0.00,
51,2.35,7035420070.00,2999726540.00,2199799448.00,752.00,1744.00,0.00,0.00,
52,2.34,7027779484.00,2999727717.00,2199800328.00,417.00,1701.00,0.00,0.00,
53,2.35,7037816920.00,2999727700.00,2199800240.00,293.00,1675.00,0.00,0.00,
54,2.34,7033640529.00,2999735689.00,2199806136.00,522.00,1598.00,0.00,0.00,
*,0.32,84481742163.00,260776249450.00,246377565280.00,90340.00,157828.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6031876102.00,2999570375.00,2199684960.00,897.00,1504.00,0.00,0.00,
38,2.01,6017866709.00,2999571986.00,2199686192.00,410.00,1734.00,0.00,0.00,
39,2.00,5999277950.00,2999573439.00,2199687248.00,651.00,1902.00,0.00,0.00,
40,2.00,6005503094.00,2999571319.00,2199685664.00,500.00,2110.00,0.00,0.00,
51,2.34,7032462833.00,2999573129.00,2199686984.00,579.00,1794.00,0.00,0.00,
52,2.34,7031777555.00,2999579906.00,2199691912.00,508.00,1840.00,0.00,0.00,
53,2.35,7038832035.00,2999581921.00,2199693408.00,469.00,1792.00,0.00,0.00,
54,2.34,7032550255.00,2999571933.00,2199686104.00,467.00,1805.00,0.00,0.00,
*,0.32,84413059427.00,260761749444.00,246363864648.00,70357.00,150888.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6034819292.00,3000139313.00,2200102168.00,691.00,1531.00,0.00,0.00,
38,2.00,6014452847.00,3000135355.00,2200099264.00,634.00,1682.00,0.00,0.00,
39,2.00,6009653150.00,3000132305.00,2200096976.00,707.00,1895.00,0.00,0.00,
40,2.00,5999070251.00,3000134836.00,2200098824.00,771.00,1871.00,0.00,0.00,
51,2.35,7038917677.00,3000137097.00,2200100496.00,421.00,1867.00,0.00,0.00,
52,2.35,7036039980.00,3000130144.00,2200095392.00,433.00,1839.00,0.00,0.00,
53,2.35,7036426956.00,3000136993.00,2200100408.00,801.00,1830.00,0.00,0.00,
54,2.34,7034017727.00,3000140161.00,2200102784.00,568.00,1776.00,0.00,0.00,
*,0.32,84466316303.00,260813761694.00,246413037816.00,112199.00,404207.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6024924117.00,3000033421.00,2200024464.00,521.00,1592.00,0.00,0.00,
38,2.00,6010076204.00,3000026439.00,2200019360.00,448.00,1590.00,0.00,0.00,
39,2.00,6009253590.00,3000029557.00,2200021648.00,544.00,1846.00,0.00,0.00,
40,2.00,6002333249.00,3000024882.00,2200018304.00,704.00,2412.00,0.00,0.00,
51,2.35,7040581909.00,3000053515.00,2200039248.00,552.00,1740.00,0.00,0.00,
52,2.34,7031761474.00,3000054342.00,2200039864.00,503.00,1729.00,0.00,0.00,
53,2.34,7031199993.00,3000047210.00,2200034672.00,493.00,1774.00,0.00,0.00,
54,2.34,7026683479.00,3000040957.00,2200030008.00,529.00,1707.00,0.00,0.00,
*,0.32,84406521668.00,260801195143.00,246401107744.00,60211.00,151376.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6034779000.00,2999807356.00,2199858760.00,555.00,1488.00,0.00,0.00,
38,2.00,6008406255.00,2999806808.00,2199858320.00,401.00,1513.00,0.00,0.00,
39,2.00,6002927262.00,2999803493.00,2199855944.00,535.00,1685.00,0.00,0.00,
40,2.00,6006911644.00,2999806570.00,2199858144.00,566.00,1947.00,0.00,0.00,
51,2.34,7031714058.00,2999794931.00,2199849608.00,448.00,1714.00,0.00,0.00,
52,2.34,7031226539.00,2999789485.00,2199845648.00,453.00,1922.00,0.00,0.00,
53,2.34,7031241924.00,2999787055.00,2199843800.00,515.00,1746.00,0.00,0.00,
54,2.34,7027518593.00,2999790580.00,2199846440.00,616.00,1662.00,0.00,0.00,
*,0.32,84408567638.00,260783622225.00,246384512704.00,76305.00,149790.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6035668576.00,3002316499.00,2201698752.00,682.00,1513.00,0.00,0.00,
38,2.00,6014322032.00,3002319842.00,2201701216.00,388.00,1606.00,0.00,0.00,
39,2.00,6011989258.00,3002321841.00,2201702624.00,441.00,1850.00,0.00,0.00,
40,2.00,6008162112.00,3002321625.00,2201702536.00,529.00,1975.00,0.00,0.00,
51,2.35,7043234716.00,3002302485.00,2201688544.00,480.00,1830.00,0.00,0.00,
52,2.34,7034355447.00,3002307903.00,2201692504.00,454.00,1771.00,0.00,0.00,
53,2.34,7039719118.00,3002317436.00,2201699456.00,560.00,1843.00,0.00,0.00,
54,2.35,7043752412.00,3002316765.00,2201698928.00,638.00,1598.00,0.00,0.00,
*,0.32,84486973935.00,261001224370.00,246590148024.00,63364.00,152097.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6042231006.00,3003015629.00,2202211440.00,655.00,1528.00,0.00,0.00,
38,2.00,6014310514.00,3003015107.00,2202211088.00,654.00,1495.00,0.00,0.00,
39,2.00,6015709002.00,3003016945.00,2202212496.00,683.00,1812.00,0.00,0.00,
40,2.00,6009035667.00,3003015107.00,2202211088.00,497.00,1977.00,0.00,0.00,
51,2.35,7047725394.00,3003027447.00,2202220064.00,440.00,1851.00,0.00,0.00,
52,2.34,7036985261.00,3003024250.00,2202217776.00,378.00,1770.00,0.00,0.00,
53,2.34,7040599416.00,3003013441.00,2202209856.00,510.00,1778.00,0.00,0.00,
