"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",264242612,153255394,110987218,42.002,4405545.500,2549121.000,18750001648.000,10849058976.000,78466761728,2255639296.000,1305149952.000,18045114368.000,10441199616.000,18045114.368,10441199.616,18045.114,10441.200,16199736,112070,28444497,"00:00:00.116","00:01:00.096"
"Traffic Item 2",264242612,153253360,110989252,42.003,4405545.000,2549136.000,18749999520.000,10849122816.000,78465720320,2255639040.000,1305157632.000,18045112320.000,10441261056.000,18045112.320,10441261.056,18045.112,10441.261,16197623,112495,28447745,"00:00:00.116","00:01:00.096"
"Traffic Item 3",264242612,153251606,110991006,42.003,4405545.500,2549010.000,18750001648.000,10848586560.000,78464822272,2255639296.000,1305093120.000,18045114368.000,10440744960.000,18045114.368,10440744.960,18045.114,10440.745,16195436,113157,28431300,"00:00:00.116","00:01:00.096"
"Traffic Item 4",264242612,153248960,110993652,42.004,4405545.000,2548963.000,18749999520.000,10848386528.000,78463467520,2255639040.000,1305069056.000,18045112320.000,10440552448.000,18045112.320,10440552.448,18045.112,10440.552,16193386,113520,28443910,"00:00:00.116","00:01:00.096"
